price,rating,review_count,image_count,description_length,room_size,distance,wifi,ac,food,fake_listing
23706,2.34,490,5,379,378,8.81,1,0,0,0
16682,4.74,281,6,395,212,13.12,1,0,1,0
15391,2.58,5,9,443,387,0.82,1,1,0,0
4874,3.84,378,13,465,100,11.21,1,1,0,0
12062,4.96,299,10,427,120,2.96,1,0,1,0
7763,4.65,57,9,409,577,4.65,1,1,1,0
13234,4.87,336,10,315,551,8.8,1,1,1,0
12221,3.03,301,7,217,387,4.48,0,1,0,0
14410,2.32,101,14,77,538,2.94,1,1,0,0
17519,2.57,425,2,417,593,13.34,1,1,1,0
4051,3.5,47,10,97,582,13.65,0,1,0,0
15225,4.38,369,3,261,123,1.03,1,0,0,0
12765,2.45,410,9,448,120,7.75,1,0,1,0
14382,3.98,275,3,386,342,3.45,1,1,1,0
15580,2.97,453,1,118,373,13.02,0,1,1,0
14989,3.02,370,14,25,88,7.21,1,1,0,0
14939,3.99,162,6,298,132,7.44,1,0,0,0
21489,3.4,331,11,337,207,9.6,0,0,0,0
3307,4.44,431,3,231,219,1.31,0,1,0,0
6359,2.47,450,3,292,311,2.35,1,0,0,0
6176,4.37,495,14,103,167,7.73,1,1,1,0
4251,2.19,195,14,131,280,14.52,1,0,0,0
8366,2.58,376,12,217,467,12.73,1,0,0,0
20901,3.97,435,11,379,440,13.4,0,0,1,0
9226,4.56,364,7,400,211,2.49,1,0,0,0
24689,2.76,323,5,47,256,14.4,0,1,0,0
17330,2.98,131,5,160,131,11.08,1,1,1,0
7891,3.61,422,10,432,101,5.22,0,1,1,0
7992,2.63,404,8,192,398,13.03,1,0,0,0
4961,4.43,491,3,39,247,11.34,0,0,1,0
15497,4.32,65,8,461,117,11.18,0,0,0,0
22247,2.44,399,0,484,452,11.15,1,0,1,0
13848,3.39,390,10,136,506,12.11,1,0,0,0
16255,4.32,82,8,73,245,14.25,1,1,1,0
7567,3.01,490,14,246,581,2.48,0,1,1,0
19079,3.9,480,0,128,154,14.99,1,0,0,0
9513,2.15,264,14,250,519,13.15,1,1,0,0
18235,3.83,228,6,339,344,6.9,0,1,1,0
23389,2.46,272,5,327,485,2.78,0,1,0,0
14755,4.49,218,6,248,322,7.08,1,0,0,0
14151,3.07,224,8,318,356,11.79,0,1,0,0
19567,2.84,112,9,106,387,9.24,0,0,1,0
6358,4.52,139,3,293,482,4.55,0,0,0,0
12590,2.15,184,11,247,509,6.4,0,0,1,0
13988,3.19,172,8,359,155,14.34,0,1,0,0
10678,3.11,375,2,329,418,12.16,0,1,0,0
8698,2.85,10,9,335,529,2.3,1,0,0,0
4273,4.74,396,10,398,158,8.41,1,1,1,0
14241,4.25,158,10,90,117,14.0,1,0,1,0
20480,2.19,204,8,247,397,1.0,1,1,0,0
12497,4.14,229,12,404,407,1.12,1,1,1,0
12107,3.58,25,0,132,509,10.89,1,1,0,0
14273,4.7,318,13,312,242,8.85,1,0,1,0
11002,2.94,158,4,324,437,1.17,1,1,0,0
7247,3.72,277,14,310,408,14.94,0,1,1,0
12220,3.5,389,9,124,493,8.91,1,0,0,0
24698,3.47,147,4,470,555,7.63,1,1,1,0
22738,3.37,468,0,310,535,6.99,0,0,0,0
13703,2.62,265,0,496,231,10.66,0,0,0,0
18472,4.27,82,2,28,494,7.15,1,0,0,0
19654,3.35,418,8,184,422,10.06,0,1,1,0
20570,4.88,25,6,79,465,7.58,1,1,0,0
15392,2.78,70,5,331,246,9.36,0,1,1,0
14956,4.05,36,8,125,551,12.18,1,1,0,0
18641,4.82,391,3,130,219,12.35,0,0,1,0
16998,3.99,132,3,108,308,12.81,0,1,0,0
9305,4.61,427,2,287,152,3.44,1,1,1,0
21782,4.48,483,4,249,507,1.39,1,0,0,0
15721,3.08,125,4,346,378,12.62,1,0,0,0
9995,3.8,114,11,90,315,1.11,1,0,0,0
15427,2.47,91,13,138,176,3.6,1,0,1,0
16782,3.61,241,9,407,557,8.13,0,0,0,0
23566,2.69,450,6,464,570,12.9,0,1,1,0
5230,4.23,486,6,448,375,13.5,1,1,1,0
9511,3.58,199,14,370,485,9.61,0,1,1,0
19512,3.23,206,5,453,526,14.52,0,0,0,0
12461,2.81,116,3,325,354,11.08,1,1,1,0
23056,5.0,218,6,122,99,8.15,0,1,1,0
7765,2.22,304,13,221,506,2.45,1,1,1,0
23354,2.13,242,1,451,440,6.72,0,1,1,0
16272,2.65,291,12,42,389,12.42,1,1,0,0
8552,4.91,463,11,109,435,4.61,0,0,0,0
3627,4.94,281,8,490,106,8.88,0,0,1,0
14989,3.96,300,6,112,126,14.76,1,0,1,0
16780,4.64,316,1,283,535,3.03,1,1,1,0
9589,2.64,171,9,486,191,1.97,0,1,1,0
5044,4.92,387,1,304,454,12.04,1,1,1,0
16171,2.43,75,12,190,394,0.86,0,1,1,0
21725,2.3,208,5,328,205,9.83,1,1,1,0
8884,2.34,313,10,409,86,5.37,1,1,1,0
11185,3.72,104,6,240,439,11.0,0,0,0,0
3249,4.34,491,8,43,441,2.24,0,0,1,0
22309,3.1,25,14,395,343,5.29,0,1,1,0
24427,4.93,350,3,221,354,0.75,0,0,1,0
20358,3.3,78,7,143,475,3.91,0,0,0,0
12175,2.45,499,13,161,392,7.51,1,1,0,0
19260,3.4,481,9,71,571,3.08,0,0,1,0
5672,4.04,127,14,89,483,9.2,1,0,1,0
10279,4.5,412,12,279,456,2.21,1,1,0,0
11662,3.38,136,1,205,399,11.31,1,1,1,0
4987,3.78,333,5,391,304,13.86,1,0,1,0
19474,2.8,35,3,226,535,6.1,1,1,0,0
15948,3.94,387,7,312,368,8.16,1,1,0,0
23443,4.96,58,8,323,360,7.58,0,1,0,0
16026,2.15,229,1,397,496,11.89,0,1,1,0
5773,4.66,420,6,58,563,14.92,1,0,1,0
16159,3.69,123,6,367,392,11.17,0,0,0,0
12878,2.76,87,7,85,136,3.61,0,0,1,0
13178,4.86,336,12,32,202,10.59,0,0,1,0
13377,3.45,140,4,213,369,9.43,0,1,1,0
23824,3.0,403,10,335,389,3.55,0,1,0,0
10347,2.54,272,12,401,307,3.99,1,0,0,0
4008,2.73,50,2,444,85,9.97,0,0,0,0
6783,4.5,474,0,307,522,12.21,1,1,0,0
7298,3.84,54,3,455,389,11.55,1,1,1,0
7668,4.74,416,2,152,81,9.29,0,0,0,0
23671,2.7,404,1,214,454,14.09,1,1,0,0
5052,2.36,336,5,341,325,11.1,1,1,1,0
4716,2.02,149,6,97,551,8.36,0,1,1,0
3310,3.52,152,9,269,383,12.33,1,1,0,0
17391,4.99,450,6,251,137,4.71,0,0,0,0
23922,4.08,218,11,199,304,4.32,1,0,0,0
4260,2.93,218,7,401,505,14.59,0,0,1,0
16157,4.63,365,12,196,281,14.27,0,0,0,0
23316,4.35,395,13,48,597,13.27,1,1,0,0
14460,2.05,398,1,185,109,3.61,1,1,0,0
19968,4.45,485,13,345,230,9.02,1,1,1,0
17011,2.9,467,10,245,189,8.26,1,0,0,0
5866,2.45,341,11,155,200,3.45,0,0,1,0
17365,2.68,257,9,206,320,6.99,0,1,1,0
8898,3.41,387,12,74,109,7.24,1,1,1,0
21395,3.27,44,5,385,545,3.99,0,0,1,0
9251,2.87,268,12,21,544,14.35,1,0,0,0
7939,2.52,310,5,429,316,7.64,1,0,1,0
7006,4.29,159,9,338,450,8.11,0,1,0,0
4625,4.97,277,11,36,228,9.18,1,0,1,0
13956,4.33,344,0,78,453,13.36,0,1,1,0
20274,2.89,474,1,107,595,8.23,0,0,1,0
9078,2.73,54,12,242,512,8.34,0,0,1,0
11923,2.65,144,8,291,331,3.98,0,0,0,0
6961,2.41,453,7,77,552,9.24,0,0,0,0
21888,3.65,234,11,211,125,6.03,0,0,1,0
11806,3.82,178,12,69,514,9.88,0,1,1,0
23190,4.12,207,3,232,355,4.86,1,1,0,0
21103,4.04,135,5,249,587,10.88,0,0,1,0
16558,2.88,444,1,173,174,9.47,1,0,0,0
9686,2.99,352,11,292,225,7.38,0,1,0,0
4587,4.04,393,4,389,481,1.9,1,1,1,0
12803,3.05,481,1,65,583,9.59,0,1,1,0
20280,2.64,274,14,381,494,12.96,0,1,0,0
24942,3.12,383,12,402,355,2.98,0,0,1,0
24031,2.82,397,4,471,405,1.73,1,1,0,0
13350,2.26,322,6,325,335,1.07,1,1,1,0
21816,4.49,182,6,446,592,0.96,0,0,1,0
23288,4.56,60,8,137,226,12.71,1,1,0,0
14454,2.66,439,2,195,374,11.05,0,0,0,0
18849,2.19,62,11,87,454,3.43,1,1,0,0
9837,4.22,360,3,270,135,13.8,1,1,1,0
4449,2.63,214,8,422,305,2.46,0,1,0,0
23884,3.18,359,13,249,598,5.93,0,1,1,0
8454,2.19,138,7,428,99,7.06,1,0,0,0
12424,2.68,430,11,219,238,1.6,1,1,1,0
7117,4.38,133,6,165,549,5.54,1,1,0,0
11869,4.41,33,7,70,445,1.98,0,0,0,0
13850,2.62,192,8,421,80,11.95,1,0,0,0
21412,3.01,354,11,387,308,1.18,0,1,1,0
17343,2.4,472,3,205,362,0.75,1,1,0,0
9845,2.22,319,4,339,198,11.12,1,0,1,0
23142,4.98,476,8,218,306,11.82,0,1,1,0
7624,3.97,86,6,460,103,7.69,0,1,0,0
11848,3.63,209,13,164,387,5.11,0,0,0,0
19549,4.3,461,3,78,386,3.93,1,0,0,0
16136,4.52,80,5,214,573,2.2,1,1,1,0
23975,4.42,321,10,489,587,7.52,1,1,1,0
3589,2.05,414,0,162,390,7.62,0,0,0,0
23908,2.56,338,0,242,168,7.11,0,1,1,0
22205,3.96,479,8,119,354,11.78,0,0,0,0
9509,3.13,189,14,45,559,1.95,1,0,1,0
10693,4.95,437,7,451,536,10.22,1,0,0,0
12454,4.0,347,14,33,434,6.32,1,1,1,0
19455,4.87,232,12,141,341,3.99,0,0,1,0
14708,2.6,391,0,484,255,10.38,1,0,0,0
15942,4.59,425,12,284,483,3.37,0,1,1,0
22964,2.96,168,14,26,309,3.85,1,0,1,0
19652,4.97,442,10,238,402,14.98,0,0,0,0
12968,2.47,250,1,239,356,13.39,1,0,1,0
5462,3.55,167,12,202,354,10.61,1,0,1,0
12460,4.38,230,3,415,296,5.08,0,0,1,0
4015,3.3,149,0,420,269,8.28,0,1,0,0
12275,3.4,151,1,476,97,2.34,0,0,1,0
16269,4.96,37,4,127,493,5.34,0,0,0,0
3406,3.28,385,7,411,263,1.49,1,1,1,0
10384,3.81,380,5,366,322,9.35,0,1,0,0
14268,2.16,296,14,143,505,12.93,1,0,0,0
20369,4.53,488,5,189,132,12.24,1,0,1,0
14795,3.94,274,3,479,305,12.91,1,0,1,0
7485,3.21,104,1,440,398,3.03,0,1,1,0
11901,2.05,385,2,423,448,9.93,0,1,1,0
5618,3.78,347,12,276,327,14.37,0,0,0,0
12603,2.04,351,5,28,256,11.86,0,1,0,0
9928,2.0,61,5,386,555,0.55,0,1,0,0
8368,3.85,466,4,299,92,13.29,0,0,0,0
7621,2.57,15,5,144,440,10.73,0,1,0,0
17719,2.58,349,10,181,368,2.27,0,0,1,0
14126,3.96,149,5,55,510,5.05,1,1,1,0
10566,2.16,141,12,23,418,2.2,1,0,1,0
15306,2.94,115,0,432,113,11.08,0,1,1,0
24054,2.45,311,5,106,403,0.55,1,1,0,0
18086,3.74,64,4,419,535,7.24,0,1,1,0
20387,3.99,428,7,283,304,15.0,0,1,1,0
21850,4.16,309,8,110,212,12.84,0,0,1,0
21323,2.77,193,13,314,559,9.01,1,0,0,0
21019,2.27,341,5,77,300,10.56,0,0,0,0
12890,2.24,429,12,159,480,9.25,1,1,1,0
11095,3.28,160,11,191,139,12.26,1,0,0,0
15719,4.84,462,11,279,211,13.35,0,1,1,0
13283,2.65,305,9,44,472,11.62,1,0,0,0
21279,2.77,360,3,217,93,3.14,1,0,1,0
17231,2.3,277,2,86,514,5.9,0,1,0,0
17698,3.82,295,9,442,553,11.87,0,0,0,0
20457,4.04,38,11,137,230,12.44,0,0,1,0
8184,3.93,360,0,299,549,9.62,0,1,0,0
5402,4.58,168,6,488,490,10.86,0,0,0,0
7895,3.46,458,4,25,424,3.03,1,0,1,0
14404,2.4,67,3,116,275,5.9,1,1,1,0
18161,2.87,6,8,91,152,8.25,1,0,0,0
12343,3.99,84,6,436,273,14.76,1,1,1,0
13637,3.84,198,9,451,271,12.09,1,1,0,0
4956,3.59,131,12,470,509,3.29,0,0,0,0
10023,4.05,75,7,399,580,5.61,1,0,1,0
17062,3.91,249,3,277,296,3.65,0,1,1,0
17333,4.64,346,9,57,564,2.71,1,0,0,0
6907,3.76,442,11,315,439,2.24,1,0,1,0
3807,4.34,208,9,75,388,14.5,1,1,1,0
17031,2.75,83,7,122,500,13.65,0,0,1,0
7827,4.03,222,3,122,490,7.51,1,1,1,0
16699,4.71,252,14,235,596,8.45,0,1,1,0
7524,3.16,409,0,40,322,12.66,1,1,1,0
18193,4.34,30,10,134,251,9.91,1,1,0,0
19223,4.17,354,14,229,539,11.12,0,1,0,0
21668,2.18,200,7,310,444,11.97,0,1,1,0
8313,3.74,452,0,222,157,7.5,1,0,1,0
16598,2.39,51,12,478,569,14.63,1,0,0,0
16058,4.9,367,11,342,285,9.61,1,1,0,0
20141,4.43,71,2,207,370,9.69,1,0,1,0
7887,2.33,20,6,170,583,2.55,0,0,1,0
6854,2.37,15,2,468,507,14.82,1,1,1,0
15458,3.78,434,12,210,550,1.53,0,1,1,0
17536,3.03,15,7,426,592,14.79,0,1,1,0
6558,2.1,401,4,233,403,13.7,1,0,0,0
12772,3.62,174,2,398,334,12.92,0,0,0,0
20345,3.16,311,4,61,130,10.27,1,0,0,0
23231,2.3,411,4,497,179,9.33,1,1,1,0
6575,4.41,337,7,467,543,14.95,0,0,1,0
5418,4.75,77,11,213,578,14.62,0,1,0,0
7198,4.27,439,8,269,316,12.27,1,1,0,0
4001,4.47,239,5,100,551,1.76,1,0,0,0
24628,2.65,36,9,60,477,5.9,0,0,1,0
10119,2.79,231,2,389,236,13.06,0,0,0,0
23450,2.63,399,1,39,377,10.69,0,1,0,0
22229,4.3,212,10,28,93,2.27,1,0,0,0
12673,4.84,192,2,332,195,5.55,1,1,1,0
8316,4.15,59,8,143,218,0.78,0,0,0,0
19244,4.64,188,6,222,154,13.45,1,0,1,0
19806,3.92,266,14,420,439,11.33,1,0,0,0
14873,3.16,125,10,97,103,6.82,0,1,0,0
7266,3.28,202,10,229,485,11.53,0,0,0,0
10549,2.23,321,8,37,405,14.03,0,0,0,0
22094,2.09,381,12,255,413,4.56,1,1,1,0
13589,4.09,31,14,338,408,4.64,1,0,0,0
4657,3.32,402,5,219,379,7.5,0,1,1,0
21925,3.66,311,7,368,168,10.75,1,0,1,0
9763,3.67,260,9,475,94,14.9,1,1,0,0
22459,2.83,386,10,301,380,2.86,0,0,1,0
6164,3.43,411,8,495,397,5.46,0,0,1,0
21437,3.41,345,2,475,257,5.77,1,0,1,0
11479,3.17,470,6,271,541,11.02,1,0,0,0
8737,4.46,93,8,359,348,13.36,1,0,1,0
22601,3.35,327,1,258,184,3.17,0,1,1,0
20831,3.81,99,11,475,596,10.85,1,1,1,0
9009,4.69,284,6,481,418,13.69,1,1,0,0
19991,4.6,460,4,288,471,2.26,1,1,0,0
7552,4.67,314,7,138,220,9.71,0,0,0,0
21148,2.81,24,3,420,248,3.43,1,0,1,0
12417,2.1,405,0,390,96,6.9,1,0,1,0
12221,2.78,493,10,301,84,2.34,1,0,0,0
5671,2.84,352,12,409,216,10.41,0,1,1,0
9519,4.73,356,14,356,241,6.32,0,1,0,0
6962,3.95,116,9,407,542,8.73,1,1,0,0
15734,2.25,198,7,364,517,8.09,1,0,0,0
16122,2.41,278,14,26,461,10.56,0,0,0,0
22561,2.47,69,5,292,461,13.49,1,1,1,0
6722,3.89,334,12,272,561,4.56,1,1,0,0
7906,4.21,78,7,361,434,9.13,0,0,1,0
10263,4.58,423,2,147,324,8.82,0,0,1,0
16699,4.82,353,7,393,555,5.07,1,1,0,0
24438,2.61,13,7,111,544,7.74,0,1,1,0
14088,2.93,28,11,325,269,1.09,1,0,1,0
3808,2.72,143,0,403,573,6.69,0,1,1,0
12170,3.08,476,3,25,361,4.42,0,0,1,0
19260,4.74,342,6,433,509,13.03,1,1,1,0
20109,3.73,9,12,93,332,5.69,0,1,0,0
13693,4.21,46,13,75,122,3.29,0,0,1,0
10701,3.47,259,10,314,561,8.18,1,1,0,0
20600,2.09,11,0,417,220,12.26,1,1,1,0
23435,2.19,297,2,329,590,5.63,1,0,1,0
21581,3.61,225,2,257,349,12.78,1,0,0,0
17191,4.16,259,5,41,440,5.23,0,1,1,0
22190,2.65,83,4,460,374,11.17,1,0,0,0
20356,4.17,347,11,60,554,2.17,1,1,1,0
16704,4.43,347,10,365,551,1.4,0,1,0,0
5123,3.24,5,14,285,240,11.19,1,0,1,0
14533,4.24,397,6,277,124,5.84,0,1,0,0
19608,3.21,246,2,470,286,6.2,0,1,0,0
17448,4.04,34,10,67,187,8.83,0,0,0,0
17586,4.29,174,0,317,583,14.81,0,1,0,0
4814,4.98,441,10,158,521,2.99,1,0,0,0
16001,3.04,64,14,221,144,4.85,0,1,0,0
20490,3.23,146,2,159,346,9.91,1,0,1,0
19508,2.5,56,7,161,478,10.66,1,1,1,0
22630,2.61,192,4,305,303,10.74,0,1,0,0
16380,4.08,12,14,252,368,9.13,0,0,0,0
18406,4.75,391,2,335,364,9.03,1,0,1,0
5931,3.18,17,13,480,265,2.65,0,1,1,0
16567,2.54,245,7,177,305,12.6,0,0,1,0
17038,2.86,162,5,57,279,0.63,1,0,0,0
15317,3.37,342,14,94,583,6.55,0,0,0,0
5971,2.87,113,2,340,90,3.62,1,0,0,0
5017,2.7,499,13,494,577,2.01,0,1,1,0
5415,4.21,281,4,194,356,5.13,0,0,0,0
22480,2.02,232,0,58,82,10.03,1,1,0,0
4609,3.62,165,5,452,84,7.71,0,0,0,0
3717,4.38,467,14,92,359,13.17,1,0,1,0
22945,2.8,321,13,77,502,9.2,0,0,1,0
15662,3.81,25,11,382,317,4.17,1,1,1,0
9782,4.01,125,12,493,396,7.97,0,0,0,0
4048,3.97,312,13,108,206,3.8,1,1,1,0
14618,3.34,483,8,292,383,3.09,1,0,1,0
11307,3.04,280,11,153,257,14.35,0,0,0,0
10905,4.51,285,6,162,569,7.29,1,0,1,0
12993,4.28,465,14,470,516,9.94,1,0,0,0
13338,2.96,390,10,114,117,13.16,0,0,0,0
8578,2.31,282,12,175,562,5.17,0,1,0,0
16834,2.22,138,7,220,394,11.94,1,0,0,0
21004,2.28,100,5,447,563,11.94,1,1,1,0
9548,3.75,391,10,421,176,12.45,1,0,0,0
10381,2.15,10,4,179,96,3.25,0,0,1,0
24164,3.01,381,14,230,526,14.46,0,0,1,0
23176,4.26,215,11,472,358,4.48,1,0,1,0
5941,2.88,29,5,191,531,11.76,0,0,0,0
8695,4.29,93,6,89,108,2.85,1,0,0,0
9401,4.24,115,8,338,89,13.9,0,1,0,0
18179,2.74,499,7,479,180,6.7,0,0,1,0
17456,4.19,270,4,333,166,10.2,1,0,0,0
16097,4.24,439,14,450,549,12.83,0,1,0,0
9197,3.19,290,6,401,380,4.59,0,0,0,0
8450,2.63,38,7,164,285,6.14,0,0,1,0
20937,3.56,23,0,186,161,5.04,1,0,0,0
20396,4.76,263,7,462,291,4.6,0,1,1,0
11378,3.92,42,10,410,198,7.9,1,0,0,0
4881,2.52,169,6,338,215,8.43,0,0,0,0
9799,4.05,339,10,136,456,1.61,1,1,1,0
17597,3.28,168,11,204,507,10.26,0,1,1,0
16675,3.77,302,11,222,393,6.59,0,0,0,0
7586,4.2,25,1,181,483,13.4,0,1,1,0
11430,3.54,179,1,328,322,13.34,1,1,1,0
5345,4.44,471,11,469,424,10.94,0,1,0,0
19459,4.17,149,5,481,503,12.88,1,0,1,0
12548,3.85,132,2,357,95,13.88,1,0,1,0
8877,2.45,142,0,451,595,8.87,1,0,1,0
9785,4.51,163,14,207,345,14.59,0,0,0,0
18833,4.81,100,7,62,99,14.35,0,0,0,0
7922,2.41,62,6,220,90,2.09,0,1,0,0
21714,3.46,92,3,250,99,8.08,0,1,0,0
7686,2.78,206,13,23,358,2.16,1,0,0,0
17407,4.26,474,0,259,412,10.42,1,1,0,0
21286,4.16,432,1,225,480,11.6,0,0,0,0
15205,2.42,310,8,350,117,13.33,1,1,0,0
24054,4.63,71,3,113,162,9.93,1,1,0,0
16179,2.54,59,2,251,111,7.08,1,0,0,0
21443,4.39,440,7,382,133,2.76,0,0,1,0
19524,3.37,28,3,366,124,2.31,1,0,1,0
21173,2.98,18,6,368,373,7.54,0,1,0,0
3016,2.47,478,14,455,204,12.57,0,0,1,0
16374,2.5,72,12,179,423,11.39,0,0,0,0
19848,3.99,393,13,132,502,13.27,1,1,1,0
23855,3.65,356,13,271,246,12.26,1,1,0,0
21211,2.37,393,13,241,348,3.48,0,0,0,0
8956,2.34,245,4,365,273,3.4,1,0,1,0
19473,2.22,480,4,113,203,7.14,0,0,1,0
7815,4.23,472,10,454,350,3.27,0,1,1,0
22235,4.14,312,5,413,137,3.22,0,0,0,0
5843,2.18,437,11,415,138,4.38,0,1,0,0
18972,3.68,439,12,485,529,0.83,1,1,1,0
20353,2.25,323,3,186,296,8.78,0,1,0,0
4094,4.71,452,1,483,561,6.25,0,0,1,0
9124,4.72,86,5,471,323,3.94,1,0,0,0
22579,4.09,358,12,157,182,2.45,1,1,1,0
4404,4.78,182,4,367,596,7.11,1,1,0,0
23674,4.43,196,2,380,343,9.23,0,1,0,0
6982,4.49,243,3,229,320,14.61,0,1,0,0
15515,3.71,327,2,275,308,4.18,0,1,1,0
18790,2.92,464,2,92,531,0.88,1,1,1,0
15205,2.65,384,3,233,534,11.17,0,1,1,0
24939,2.98,117,1,285,453,3.91,1,1,1,0
15748,3.89,497,3,379,103,7.52,1,0,0,0
24097,2.52,395,9,170,385,12.22,0,0,1,0
6092,2.78,418,10,254,453,1.04,0,1,1,0
23543,3.4,371,1,480,266,2.55,1,0,0,0
16971,2.7,461,13,235,191,1.92,1,0,0,0
17616,3.77,495,9,416,572,3.89,1,1,1,0
7933,4.77,81,7,323,373,3.01,0,1,1,0
7926,4.24,457,9,128,501,5.09,1,1,1,0
6969,4.0,246,4,364,228,11.32,1,0,0,0
5965,3.75,462,12,319,230,1.11,0,0,0,0
7319,3.46,233,6,368,253,1.57,1,0,1,0
11975,2.56,416,10,483,276,8.68,0,0,1,0
10108,4.68,466,3,339,334,8.04,1,1,1,0
12141,2.75,481,9,315,493,7.37,1,0,1,0
23323,2.27,364,5,409,247,7.98,0,0,0,0
19428,4.25,152,12,139,161,11.26,0,0,0,0
4810,2.53,271,11,347,149,8.85,1,0,1,0
23950,3.12,391,13,117,505,7.13,0,0,1,0
13273,2.08,34,9,229,481,1.69,0,1,0,0
12021,2.41,212,3,446,291,14.63,1,1,0,0
21293,2.52,210,14,51,181,3.97,1,1,1,0
9364,2.16,429,5,452,417,13.1,1,1,0,0
5581,3.97,138,0,349,412,6.0,0,0,0,0
3691,4.51,188,5,245,284,10.42,0,0,0,0
3931,3.12,299,5,234,566,7.08,1,1,0,0
16128,4.62,394,1,142,308,5.64,0,0,1,0
17226,2.64,251,11,166,268,9.41,1,0,0,0
16861,2.98,394,9,359,178,8.27,0,0,1,0
18475,2.45,149,9,71,490,3.87,1,1,0,0
6406,3.86,340,8,199,539,5.38,0,1,0,0
11339,3.26,218,14,309,273,1.0,0,0,1,0
20416,3.84,81,5,206,99,3.31,1,0,0,0
20695,4.29,189,11,356,390,5.37,0,1,1,0
11579,3.64,233,14,127,158,14.6,0,1,1,0
6121,3.88,175,10,145,249,8.14,1,0,0,0
21257,4.81,231,12,280,325,10.66,1,0,1,0
18946,2.9,357,6,213,551,10.27,1,0,1,0
6748,3.08,477,1,316,178,14.72,0,1,0,0
3277,4.15,62,1,53,401,8.56,0,0,1,0
21243,3.83,434,1,457,220,8.99,0,1,0,0
14563,2.54,428,9,295,188,4.85,1,0,1,0
9792,3.13,494,12,201,392,9.58,1,0,1,0
24097,3.4,236,10,258,200,11.49,1,1,0,0
16918,3.26,32,8,341,178,2.0,0,1,1,0
13374,2.53,212,2,367,573,7.46,1,0,0,0
7675,4.77,59,12,165,223,6.62,0,0,0,0
4170,4.29,378,3,63,189,2.15,0,1,1,0
11681,3.44,1,0,378,563,5.45,0,0,1,0
13717,4.04,396,0,323,209,8.26,1,0,0,0
15450,4.69,449,3,310,479,9.92,0,1,0,0
13680,2.41,56,13,482,585,4.69,0,1,1,0
13068,2.75,426,1,386,289,7.41,1,1,1,0
24692,3.63,300,7,314,440,11.14,1,0,0,0
5462,4.4,286,12,278,233,6.62,1,0,1,0
16650,2.11,137,3,38,439,14.14,1,0,0,0
3287,4.95,278,2,234,389,0.95,0,1,1,0
23666,3.36,213,2,230,553,4.27,0,0,0,0
21291,3.08,238,5,400,379,2.43,1,1,1,0
4161,2.88,284,11,421,420,8.35,0,1,1,0
19513,2.52,480,12,497,83,3.07,1,0,1,0
5363,4.37,30,5,250,248,11.26,0,0,0,0
8983,4.87,205,5,358,499,13.82,1,0,1,0
19527,3.24,457,5,24,359,3.5,1,1,0,0
11207,4.86,273,7,330,468,13.65,0,1,0,0
17758,4.47,10,7,288,264,9.66,0,1,1,0
3244,3.44,358,8,181,402,3.34,0,1,1,0
20310,4.02,46,0,235,90,11.18,0,0,1,0
6178,3.3,2,9,293,357,1.82,1,0,1,0
5176,3.68,129,7,343,218,10.54,0,0,1,0
8002,2.17,437,4,119,165,12.99,0,1,0,0
3886,4.09,71,2,475,310,14.28,1,1,1,0
22782,2.16,158,10,190,530,1.29,0,0,0,0
16721,4.45,391,9,468,217,1.4,1,1,1,0
15142,4.47,426,2,271,417,13.99,0,0,0,0
5654,2.71,431,5,188,235,11.95,0,0,1,0
14984,2.97,129,7,57,96,11.73,1,0,0,0
20755,3.44,21,9,247,340,11.27,1,1,1,0
10135,3.79,379,1,441,239,10.9,1,1,1,0
3320,2.86,388,11,416,388,9.39,1,0,1,0
7654,3.78,134,8,144,160,12.28,0,0,1,0
24684,2.89,19,4,297,292,1.0,0,0,0,0
24889,2.17,219,4,304,506,11.23,0,1,1,0
19131,2.01,332,0,156,421,8.95,0,1,1,0
13770,2.3,129,5,494,438,13.66,1,0,1,0
9553,4.38,31,12,385,285,14.08,1,0,1,0
23426,4.88,89,10,127,415,4.0,1,0,0,0
14559,3.28,258,10,87,340,11.95,1,0,0,0
12009,3.54,424,4,123,322,14.38,0,0,1,0
16482,2.44,297,6,420,474,4.37,0,1,0,0
10498,3.65,332,6,265,416,12.84,1,0,1,0
9636,2.43,248,3,184,358,9.0,0,1,1,0
10362,3.83,468,4,211,328,6.23,1,0,0,0
19395,4.8,172,9,214,109,12.44,0,1,1,0
19578,2.59,356,13,151,210,13.12,1,1,1,0
5537,4.29,470,7,315,539,4.6,0,0,0,0
22226,2.07,454,1,163,474,12.02,0,1,0,0
18216,3.13,400,0,414,492,1.22,0,1,1,0
21613,2.33,475,13,238,196,6.56,1,0,1,0
6009,3.06,383,5,45,228,1.51,1,1,1,0
17209,2.52,46,10,270,188,4.76,1,1,1,0
18675,3.12,477,13,114,315,14.28,0,0,1,0
18029,3.25,196,3,373,506,11.15,0,1,1,0
5077,2.9,407,12,219,596,11.46,0,1,1,0
16907,3.97,454,9,122,259,2.45,0,1,1,0
6867,4.76,378,2,212,475,8.89,0,0,0,0
19152,3.2,33,6,400,80,6.14,0,0,0,0
7873,2.58,253,7,21,87,11.15,0,0,1,0
11635,2.81,247,10,266,223,2.78,1,1,1,0
3297,4.56,433,11,110,354,4.59,1,0,1,0
16095,3.71,41,3,64,366,13.53,1,0,1,0
12036,3.37,288,11,446,569,2.96,1,1,1,0
4015,2.45,122,11,22,110,9.67,0,0,0,0
